类型;类别ID;类别;名称;地址;城市;区县;经度;纬度;开放时间;图片
1;198;农家书屋;党湾镇裕民村农家书屋;杭州市萧山区党湾镇裕民村村委会爱华路290号;杭州市;萧山区;120.51028;30.221899;周一至周五8:30-11:00 1:30-4:30;/whyx/20220920/8/7443.jpg
1;198;农家书屋;进化镇图书分馆;杭州市萧山区进化镇光驰大厦3楼;杭州市;萧山区;120.297229;30.011492;周一至周日08:30-16:30;/whyx/20220920/8/6916.jpg
1;198;农家书屋;康桥街道康乐社区书苑;杭州市拱墅区康桥街道顾扬路755号;杭州市;拱墅区;120.142735;30.350341;周一至周五9:00-16:00;/whyx/20220920/8/6127.jpg
15;211;文化礼堂;常安镇董家村文化礼堂;富阳区常安镇董家村1号;杭州市;富阳区;119.89105;29.88793;08:00-20:00;/whyx/20220920/8/16137.png
15;211;文化礼堂;分水镇新龙村文化礼堂;杭州市桐庐县分水镇新龙村龙潭自然村;杭州市;桐庐县;119.471581;29.922913;周一至周日 08:30-17:00;/whyx/20220920/8/16100.png
15;211;文化礼堂;更楼街道许乐村文化礼堂;杭州建德市更楼街道许乐村;杭州市;建德市;119.269173;29.401956;周一至周日 09:00-17:00;/whyx/20220920/8/15976.png
15;211;文化礼堂;乾潭镇下包村文化礼堂;杭州市建德市乾潭镇下包村;杭州市;建德市;119.493726;29.682653;全天开放;/whyx/20220920/8/15316.jpg
15;211;文化礼堂;三都镇羊峨村文化礼堂;杭州市建德市三都镇羊峨村;杭州市;建德市;119.667404;29.445646;周一至周日09:00-17:00;/whyx/20220920/8/15202.jpg
15;211;文化礼堂;寿昌镇金桥村文化礼堂;杭州市建德市寿昌镇金桥村;杭州市;建德市;119.24804;29.372659;全天开放;/whyx/20220920/8/15158.jpg
15;211;文化礼堂;万市镇田源村文化礼堂;富阳区万市镇田源村落宅坞;杭州市;富阳区;119.589485;30.116928;08:00-20:00;/whyx/20220920/8/14997.jpg
15;211;文化礼堂;新桐乡俞家村文化礼堂;杭州市富阳区新桐乡俞家村;杭州市;富阳区;119.80096;29.8863;08:00-20:00;/whyx/20220920/8/14663.jpg
1;198;农家书屋;新塘街道联华新村农家书屋;杭州市萧山区新联线与新江线交叉路口往西约50米;杭州市;萧山区;120.32544;30.134479;周一至周五08:30-16:30;/whyx/20220920/8/14168.png
1;198;农家书屋;转塘定北西湖书房;杭州市西湖区转塘街道美音巷定北家园;杭州市;西湖区;120.064828;30.158089;周一至周日08:00-18:00;/whyx/20220920/8/13149.png
1;198;农家书屋;浙江大冢制药有限公司职工文化阵地;杭州市临安区锦南街道上卦畈1号;杭州市;临安区;119.697668;30.2127;周一至周五08:30-16:30;/whyx/20220920/8/13112.png
1;198;农家书屋;星桥街道杭州书房;杭州市临平区藕花洲大街622号;杭州市;临平区;120.251726;30.393;周一至周日08:30-16:30/周一至周日08:30-20:30;/whyx/20220920/8/13071.jpg
1;198;农家书屋;杭州国美建筑设计研究院有限公司图书室;杭州市滨江区长河街道三花·江虹国际创意园1号楼9楼;杭州市;滨江区;120.201557;30.189726;周一至周五9:00-18:00;/whyx/20220920/8/12739.jpg
1;198;农家书屋;转塘街道江口社区图书室;杭州市西湖区江口社区居委会（转塘家园18-102）;杭州市;西湖区;120.084689;30.161904;周一至周五9点至16点 周一和周五晚上19点至21点 周六周日9点至12点;/whyx/20220920/8/12210.jpg
1;198;农家书屋;半山街道杭钢北苑社区图书室;杭州市拱墅区半山街道杭钢北苑社区48幢;杭州市;拱墅区;120.183452;30.350836;周一至周日:8:30-11:30 13:30-16:30 18:00-21:00;/whyx/20220920/8/11789.jpg
1;198;农家书屋;转塘街道何家埠社区图书室;杭州市西湖区何家埠社区居委会;杭州市;西湖区;120.100882;30.117909;周一至周五9点至16点 周一和周三晚上19点至21点 周六周日9点至12点;/whyx/20220920/8/11752.jpg
1;198;农家书屋;双浦镇老沙村农家书屋;杭州市西湖区老沙社区老沙片58号;杭州市;西湖区;120.150972;30.122135;周一至周六8:30-17:00;/whyx/20220920/8/11594.jpg
1;198;农家书屋;四季青街道三叉社区图书室;杭州市上城区景昙路53号三新会馆5楼;杭州市;上城区;120.203719;30.262078;周一至周五:8:30-11:30 13:30-16:00;/whyx/20220920/8/11378.jpg
1;198;农家书屋;新塘街道四季花城社区图书室;杭州市萧山区新塘街道南秀路1180号;杭州市;萧山区;120.275118;30.144483;周一至周日08:30-16:30;/whyx/20220920/8/11341.jpg
1;198;农家书屋;石桥街道华中社区图书室;杭州市拱墅区华悦路50号人才公寓;杭州市;拱墅区;120.203109;30.343579;周一至周日:13:00-21:00;/whyx/20220920/8/11297.jpg
1;198;农家书屋;文晖街道图书分馆;杭州市拱墅区绍兴路303路;杭州市;拱墅区;120.169734;30.295951;08:30-20:00;/whyx/20220920/8/11260.jpg
16;212;文化家园;曹家桥社区文化家园;杭州市萧山区曹家桥社区文化家园;杭州市;萧山区;120.267211;30.136649;nan;/whyx/20220920/79/8434.png
20;215;体育场馆;钱塘轮滑中心;杭州市钱塘区24号大街靠近15号大街;杭州市;钱塘区;120.354327;30.266099;周一至周日及节假日09:00-17:00;/whyx/20220920/79/8063.jpg
9;205;体育设施;瓜沥文化体育中心;杭州市萧山区瓜沥镇建设四路10778号;杭州市;萧山区;120.457331;30.188236;周一至周日8:30-22:00;/whyx/20220920/79/7239.jpg
15;211;文化礼堂;常安镇大田村文化礼堂;富阳区常安镇大田村209号;杭州市;富阳区;119.89457;29.88341;08:00-20:00;/whyx/20220920/79/16264.png
15;211;文化礼堂;党湾镇大西村文化礼堂;杭州市萧山区党湾镇大西村;杭州市;萧山区;120.51391;30.224228;周一至周日 08:00-16:00;/whyx/20220920/79/16183.png
15;211;文化礼堂;环山乡环二村文化礼堂;富阳区环山乡环二村回龙桥头８号;杭州市;富阳区;119.92769;29.927148;08:00-20:00;/whyx/20220920/79/15814.png
15;211;文化礼堂;径山镇潘板桥村文化礼堂;杭州市余杭区径山镇龙皇路43号;杭州市;余杭区;119.867906;30.379106;周一至周日09：00-17:00;/whyx/20220920/79/15694.jpg
15;211;文化礼堂;新湾街道共和村文化礼堂;杭州市钱塘区新湾街道共和村委会;杭州市;钱塘区;120.54891;30.259701;周一到周日8:30—16:30;/whyx/20220920/79/15359.png
15;211;文化礼堂;塘栖镇宏磻村文化礼堂;临平区塘栖镇塘超小径与秋石北路交叉口西北40米;杭州市;临平区;120.187265;30.441843;周一至周日09:00-17:00;/whyx/20220920/79/15032.jpg
15;211;文化礼堂;渌渚镇新浦村文化礼堂;富阳区渌渚镇新浦村塘坞里;杭州市;富阳区;119.75388;29.8958;08:00-20:00;/whyx/20220920/79/14833.jpg
1;198;农家书屋;乔司街道三角村农家书屋;杭州市临平区乔司街道三角村礼堂;杭州市;临平区;120.294673;30.336313;周一至周五8:00-16:00;/whyx/20220920/79/13845.png
1;198;农家书屋;瓜沥镇世安桥村农家书屋;杭州市萧山区瓜沥镇;杭州市;萧山区;120.45811;30.190291;周一至周日08:00-11:00 13:30-16:30;/whyx/20220920/79/13434.png
1;198;农家书屋;留下和家园西湖书房;杭州市西湖区留下街道杭州西湖风景名胜区和家园;杭州市;西湖区;120.061744;30.232155;周二至周日 8:30-11:30 下午:13:30-16:30（冬令时间）  14:00-17:00（夏令时间）;/whyx/20220920/79/12943.jpg
1;198;农家书屋;杭州最光阴城市书房;杭州市萧山区闻堰街道湘湖国家旅游度假区-下孙文化村;杭州市;萧山区;120.234455;30.156944;周二至周日10：00-17：00;/whyx/20220920/79/12864.jpg
1;198;农家书屋;米市巷街道红石板社区职工书屋;杭州市拱墅区米市巷街道沈塘铭苑红石板社区;杭州市;拱墅区;120.153846;30.283166;周一至周日09:00-17:00;/whyx/20220920/79/12786.jpeg
1;198;农家书屋;杭州市食品药品检验研究院职工书屋;杭州市拱墅区石桥街道南苑(西区);杭州市;拱墅区;120.185054;30.339222;nan;/whyx/20220920/79/12569.jpg
1;198;农家书屋;彭埠街道新塘社区图书室;杭州市上城区保利中盛府4幢底商103;杭州市;上城区;120.200213;30.275338;周一至周五08:30-11:00 13:30-16:30;/whyx/20220920/79/12158.jpg
1;198;农家书屋;杭州图书馆水上航运分馆;杭州市富阳区东洲街道东桥路58号东洲国际港办公大楼一楼;杭州市;富阳区;120.075257;30.064836;周一至周五12:00-13:30;/whyx/20220920/79/12121.jpg
1;198;农家书屋;盈丰街道盈二村农家书屋;杭州市萧山区盈二村村民委员会;杭州市;萧山区;120.266745;30.248532;周一至周五8:00-11:00；13:00-17：00;/whyx/20220920/79/12077.jpg
1;198;农家书屋;小营街道西牌楼社区图书室;杭州市上城区建国南苑18幢底层活动室;杭州市;上城区;120.177331;30.240392;Invalid Date-21:30;/whyx/20220920/79/12040.jpg
1;198;农家书屋;笕桥街道东港社区图书室;杭州市上城区东港嘉苑三区16幢二楼;杭州市;上城区;120.214415;30.297187;周一至周五8:30-17:00;/whyx/20220920/79/11878.jpg
1;198;农家书屋;湖墅街道图书分馆;杭州市拱墅区仁和仓路香兰名院8幢3楼;杭州市;拱墅区;120.149081;30.300983;周一至周五9:00-12:00 13:00-20:00；周六、周日9:00-17:00；;/whyx/20220920/79/11708.jpg
1;198;农家书屋;留下街道留下社区图书室;杭州市西湖区留和家园5幢1楼;杭州市;西湖区;120.054193;30.237342;周二至周五9:00-11:30 13:30-16:30;/whyx/20220920/79/11548.jpg
1;198;农家书屋;名望府图书分馆;杭州市萧山区新塘街道名望府沿街商铺6-9号;杭州市;萧山区;120.328261;30.179939;周一至周日09:00-16:00;/whyx/20220920/79/11511.jpg
1;198;农家书屋;浦阳镇谢家村农家书屋;杭州市萧山区浦阳镇谢家村村委会;杭州市;萧山区;120.263562;29.969265;周一至周五8:00-11:00；13:00-17：00;/whyx/20220920/79/11467.jpg
1;198;农家书屋;瓜沥镇群力村农家书屋;杭州市萧山区瓜沥镇群力村村委;杭州市;萧山区;120.540705;30.175104;周一至周日08:30-11:00 13:30-16:30;/whyx/20220920/79/11430.jpg
1;198;农家书屋;西溪街道上马塍社区图书室;杭州市西湖区马塍路混堂巷13号南;杭州市;西湖区;120.148522;30.276618;周一至周日09:00-11:00 2:00-5:00;/whyx/20220920/79/11216.jpg
1;198;农家书屋;乔司街道兴欲村农家书屋;杭州市萧山区益农镇兴欲村9组12号;杭州市;萧山区;120.600835;30.185427;周二至周六8:30-10:30 13:30-16:30;/whyx/20220920/79/11135.jpg
1;198;农家书屋;双浦镇跃河桥社区图书室;杭州市西湖区跃河桥社区周浦街1号卫生院内;杭州市;西湖区;120.073439;30.090475;周一至周六8:30-17:00;/whyx/20220920/79/11056.jpg
5;202;剧院;浙江歌舞剧院;杭州市西湖区曙光路33号剧院;杭州市;西湖区;120.140763;30.26874;周一至周日  09:00-17:00;/whyx/20220920/78/7845.jpg
15;211;文化礼堂;百江镇翰坂村文化礼堂;杭州市桐庐县百江镇翰坂冯家自然村;杭州市;桐庐县;120.039683;30.128598;周一到周日08:30-17:00;/whyx/20220920/78/16399.png
15;211;文化礼堂;北干街道城北村文化礼堂;杭州市萧山区尚博苑二区;杭州市;萧山区;120.269599;30.189142;周一到周日08:30-16:30;/whyx/20220920/78/16362.png
15;211;文化礼堂;莪山畲族乡新丰民族村文化礼堂;杭州市桐庐县莪山畲族乡新丰民族村;杭州市;桐庐县;119.539239;29.81539;周一至周日 09:00-17:00;/whyx/20220920/78/16128.png
15;211;文化礼堂;凤川街道三鑫村文化礼堂;杭州市桐庐县凤川街道;杭州市;桐庐县;119.71088;29.797664;周一至周日 08:30-17:00;/whyx/20220920/78/16032.png
15;211;文化礼堂;瓜沥镇党山村文化礼堂;杭州市萧山区瓜沥镇党山村村委会;杭州市;萧山区;120.522222;30.158818;周一至周日 09:00-17:00;/whyx/20220920/78/15967.png
15;211;文化礼堂;瓜沥镇渭水桥村文化礼堂;杭州市萧山区瓜沥镇渭水桥村村委会;杭州市;萧山区;120.436592;30.217032;周一至周日09:00-17:00;/whyx/20220920/78/15930.png
15;211;文化礼堂;江南镇青源村文化礼堂;杭州市桐庐县青源村文化礼堂;杭州市;桐庐县;119.763871;29.858842;周一至周日08:30 - 17:00;/whyx/20220920/78/15790.png
15;211;文化礼堂;进化镇岳联村文化礼堂;杭州市萧山区进化镇岳联村;杭州市;萧山区;120.307629;29.937137;周一至周日08：30-20:30;/whyx/20220920/78/15703.jpg
15;211;文化礼堂;银湖街道坑西村文化礼堂;杭州市富阳区641乡道与坑筱线交叉口东40米;杭州市;富阳区;119.90397;30.17412;08:00-20:00;/whyx/20220920/78/15659.jpg
15;211;文化礼堂;临浦镇通二村文化礼堂;萧山区临浦镇通二村文化礼堂;杭州市;萧山区;120.267015;30.059968;夏令时08:30-16:30冬令时 09:00-16:30;/whyx/20220920/78/15578.jpg
15;211;文化礼堂;三都镇马宅村文化礼堂;杭州市建德市三都镇马宅村;杭州市;建德市;119.583392;29.50916;夏令时08:00-16:00 冬令时08:30-16:00;/whyx/20220920/78/15211.jpg
15;211;文化礼堂;寿昌镇卜家蓬村文化礼堂;杭州市建德市寿昌镇卜家蓬村;杭州市;建德市;119.195547;29.357021;周一至周日09:00-16:00;/whyx/20220920/78/15167.jpg
15;211;文化礼堂;义桥镇湘东村文化礼堂;杭州市萧山区义桥镇湘东村委会内;杭州市;萧山区;120.199969;30.097583;周一至周日9:00-17:00;/whyx/20220920/78/14735.jpg
15;211;文化礼堂;运河街道螺蛳桥村文化礼堂;杭州市临平区运河街道螺蛳桥村委会往东北200米;杭州市;临平区;120.30717;30.486839;春夏8:30-17:00秋冬8:30-17:00;/whyx/20220920/78/14654.jpg
1;198;农家书屋;戴村镇青山村农家书屋;杭州市萧山区戴尖线云石小学西北侧约150米;杭州市;萧山区;120.152231;29.995108;周一至周六，8:30-11:00  13:00-16:30;/whyx/20220920/78/13301.jpg
1;198;农家书屋;杭州书房·寿昌书房;杭州市建德市寿昌镇南门广场;杭州市;建德市;119.22438;29.357085;全天开放;/whyx/20220920/78/12829.jpg
1;198;农家书屋;杭州金昌宝顺汽车销售服务有限公司;杭州市临安区玲珑街道锦溪南路1002号;杭州市;临安区;119.68358;30.203547;09:00-16:00;/whyx/20220920/78/12748.jpg
1;198;农家书屋;常安镇大田村农家书屋;杭州市富阳区常安镇大田村常安汽车站;杭州市;富阳区;119.900384;29.881399;周一至周日09:00-17:00;/whyx/20220920/78/12337.jpg
1;198;农家书屋;新桐乡图书分馆;杭州市富阳区新桐乡新桐村;杭州市;富阳区;119.83044;29.918193;周二至周日08:30-11:00 13:30-16:30;/whyx/20220920/78/12193.jpg
1;198;农家书屋;临浦镇高田陈社区图书室;杭州市萧山区临浦镇高田陈社区服务中心;杭州市;萧山区;120.258812;30.035056;周一至周日08:30-16:30;/whyx/20220920/78/11824.jpg
1;198;农家书屋;河上镇大桥村农家书屋;杭州市萧山区河上镇大桥村村委会;杭州市;萧山区;120.192207;29.969213;周一至周五8:00-11:00；13:00-17：00;/whyx/20220920/78/11743.jpg
1;198;农家书屋;党湾镇解放村农家书屋;杭州市萧山区瓜沥镇解放村文化礼堂;杭州市;萧山区;120.545559;30.194027;周一至周日08:30-16:30;/whyx/20220920/78/11662.jpg
1;198;农家书屋;太阳镇图书分馆;杭州市临安区太阳镇后垅山82号;杭州市;临安区;119.300947;30.183109;08:00-20:50;/whyx/20220920/78/11332.jpg
1;198;农家书屋;白杨街道闻潮社区图书室;杭州市钱塘区闻潮社区新雁公寓13幢;杭州市;钱塘区;120.380856;30.30093;09:00-17:00;/whyx/20220920/78/11251.jpg
1;198;农家书屋;新街街道新丰村农家书屋;杭州市萧山区新塘街道新农村81号;杭州市;萧山区;120.330111;30.153288;周一至周日08:30-17:30;/whyx/20220920/78/11170.jpg
20;215;体育场馆;淳安界首体育中心 游泳赛场;杭州市淳安县界首乡严家村;杭州市;淳安县;118.851251;29.551749;周一至周日09:00-17:02 ;/whyx/20220920/77/8083.jpg
14;210;文体中心;塘栖镇综合文化服务站;临平区塘栖镇文苑路20号;杭州市;临平区;120.190458;30.473517;全天开放;/whyx/20220920/77/5091.jpg
15;211;文化礼堂;岛石镇岛石村文化礼堂;浙江省杭州市临安区黄川溪东南约736米;杭州市;临安区;118.936826;30.307788;13:30-21:00;/whyx/20220920/77/16163.png
15;211;文化礼堂;楼塔镇大同一村文化礼堂;杭州市萧山区大同一村603西北方向120米吉天农业西南约123米;杭州市;萧山区;120.122796;29.862729;周一至周日09:00-17:00;/whyx/20220920/77/15504.jpg
15;211;文化礼堂;义蓬街道金星村文化礼堂;杭州市钱塘区义蓬街道金星村委;杭州市;钱塘区;120.502839;30.287477;08:30-17:00;/whyx/20220920/77/15342.jpg
15;211;文化礼堂;潜川镇七坑村文化礼堂;浙江省杭州市临安区潜川镇七坑村伍家坞102号;杭州市;临安区;119.420586;30.001211;08:30-20:00;/whyx/20220920/77/15302.png
15;211;文化礼堂;太阳镇双庙村文化礼堂;浙江省杭州市临安区太阳镇双庙村27号;杭州市;临安区;119.310282;30.148365;09:00-17:00;/whyx/20220920/77/15049.jpg
15;211;文化礼堂;新合乡新四村文化礼堂;杭州市桐庐县新合乡新四村外松山自然村;杭州市;桐庐县;119.903934;29.694708;周一至周日8:30-17:00;/whyx/20220920/77/14853.jpg
15;211;文化礼堂;场口镇洋沙村文化礼堂;富阳区场口镇洋沙村;杭州市;富阳区;119.8493;29.91756;08:00-20:00;/whyx/20220920/77/14772.jpg
1;198;农家书屋;府东社区城市书房;杭州市建德市政法路16号;杭州市;建德市;119.282682;29.477088;周一至周日09:00-11:00 14:00-5:00;/whyx/20220920/77/13045.jpg
1;198;农家书屋;临安市湍口镇总工会职工书屋;杭州市临安区旧昌临线与湍考线交叉口东100米;杭州市;临安区;119.169471;30.039603;周一至周日08:00-16:30;/whyx/20220920/77/12923.jpg
1;198;农家书屋;新安社区城市书房;杭州市建德市严州大道677号附近;杭州市;建德市;119.296378;29.471496;周一至周五09:00-11:00,14:00-17:00;/whyx/20220920/77/12884.jpg
1;198;农家书屋;淳安县浪川初级中学工会委员会;杭州市淳安县千岛湖风景区浪川中学;杭州市;淳安县;119.055172;29.545082;周一至周四下午;/whyx/20220920/77/12682.png
1;198;农家书屋;盈丰街道利丰社区图书室;杭州市萧山区盈丰街道利丰社区;杭州市;萧山区;120.257664;30.230128;不开放;/whyx/20220920/77/12138.jpg
1;198;农家书屋;城厢街道东湘社区图书室;杭州市萧山区城厢街道博奥路;杭州市;萧山区;120.244164;30.182338;周一至周五8:00-11:00；13:00-17：00;/whyx/20220920/77/12101.jpg
1;198;农家书屋;宁围街道二桥村农家书屋;杭州市萧山区二桥公园内鸿宁路与鸿达路交叉口附近;杭州市;萧山区;120.29306;30.235507;周一至周五8:00-11:00；13:00-17：00;/whyx/20220920/77/12057.jpg
1;198;农家书屋;翠苑街道保亭社区图书室;杭州市西湖区学院路300号学院华庭15幢党群服务中心一楼;杭州市;西湖区;120.127487;30.259051;周一至周日08:30-17:00;/whyx/20220920/77/12020.jpg
1;198;农家书屋;城厢街道杜湖社区图书室;杭州市萧山区萧杭路1698号杜湖社区居委会一楼;杭州市;萧山区;120.240669;30.180307;周一周三周五08:00-16:30;/whyx/20220920/77/11979.jpg
1;198;农家书屋;米市巷街道大塘巷社区图书室;杭州市拱墅区清河闸弄35号;杭州市;拱墅区;120.155243;30.281118;周一至周五:8:30-17:30-;/whyx/20220920/77/11942.jpg
1;198;农家书屋;蒋村街道蝶园社区图书室;杭州市西湖区西溪蝶园9-2单元1楼商铺;杭州市;西湖区;120.063;30.2892;周一至周五9:00-11:30,13:30-16:30，周六上午8:30-11:30;/whyx/20220920/77/11898.jpg
1;198;农家书屋;东新街道东新园社区图书室;杭州市拱墅区香积寺东路97号;杭州市;拱墅区;120.18225;30.309882;"周一至周日09:00-11:30;13:30-16:30";/whyx/20220920/77/11861.jpg
1;198;农家书屋;闸弄口街道万家花园社区图书室;杭州市上城区万和苑11幢底;杭州市;上城区;120.204768;30.285993;08:30-16:30;/whyx/20220920/77/11607.jpg
1;198;农家书屋;东湖街道图书分馆（北沙书房）;杭州市临平区东湖街道荷花路150～158号;杭州市;临平区;120.290045;30.43701;周一至周日9:00-21:00;/whyx/20220920/77/11568.jpg
1;198;农家书屋;新塘街道罗婆路社区图书室;杭州市萧山区新塘街道右岸澜庭10幢;杭州市;萧山区;120.279084;30.134452;周一至周日08:30-17:00;/whyx/20220920/77/11531.jpg
1;198;农家书屋;瓶窑镇图书分馆;杭州市余杭区瓶窑镇新窑路289号;杭州市;余杭区;119.974817;30.392612;周二至周日08:30-11:30 13:00-17:00;/whyx/20220920/77/11487.jpg
1;198;农家书屋;新塘街道桥南沈村农家书屋;杭州市萧山区新塘街道桥南沈村文化礼堂;杭州市;萧山区;120.341772;30.181939;周一至周日08:30-16:30;/whyx/20220920/77/11450.jpg
1;198;农家书屋;新塘街道一都孙村农家书屋;杭州市萧山区新塘街道一都孙村村委会;杭州市;萧山区;120.303044;30.144447;周一至周日08:00-14:00;/whyx/20220920/77/11115.jpg
1;198;农家书屋;新塘街道油树下社区图书室;杭州市萧山区新塘街道油树下社区红馆2楼;杭州市;萧山区;120.294058;30.161765;0;/whyx/20220920/77/11076.jpg
14;210;文体中心;义桥镇文化站;杭州市萧山区三汇路义桥星天地;杭州市;萧山区;120.202904;30.069918;nan;/whyx/20220920/76/8235.png
20;215;体育场馆;临平体育中心 体育馆;杭州市临平区东湖南路177号;杭州市;临平区;120.311085;30.412948;跑道：周二至周日 (06:00-21:00)，周一闭场维护；训练场：08:00-22:00；;/whyx/20220920/76/8048.jpg
5;202;剧院;开心麻花剧场;杭州市拱墅区热电路188号运河文化艺术中心北区1楼;杭州市;拱墅区;120.140948;30.327574;09:00-22:00;/whyx/20220920/76/7825.jpg
15;211;文化礼堂;百丈镇泗溪村文化礼堂;杭州市余杭区百丈镇泗溪村上村;杭州市;余杭区;119.748421;30.50144;周一到周日09:00-17:00;/whyx/20220920/76/16382.png
15;211;文化礼堂;分水镇三溪村文化礼堂;杭州市桐庐县分水镇三溪村麻车坞;杭州市;桐庐县;119.464976;30.046882;周一至周日 08:30-17:00;/whyx/20220920/76/16108.png
15;211;文化礼堂;瓜沥镇民丰河村文化礼堂;杭州市萧山区瓜沥镇民丰河村委;杭州市;萧山区;120.40671;30.186046;周一至周日08:00-17:00;/whyx/20220920/76/15947.png
15;211;文化礼堂;新登镇官山村文化礼堂;富阳区新登镇官山村楼家;杭州市;富阳区;119.77392;30.026;08:00-20:00;/whyx/20220920/76/15910.png
15;211;文化礼堂;河桥镇学川村文化礼堂;浙江省杭州市临安区河桥镇学川村学川137号;杭州市;临安区;119.050964;30.082388;09:00-17:00;/whyx/20220920/76/15866.png
15;211;文化礼堂;进化镇大汤坞新村文化礼堂;杭州市萧山区进化镇大汤坞新村大汤坞320幢;杭州市;萧山区;120.28547;30.010977;周一至周日 08:00-16:00;/whyx/20220920/76/15723.jpg
15;211;文化礼堂;靖江街道靖南村文化礼堂;杭州市萧山区建新弄南侧;杭州市;萧山区;120.452895;30.227801;周一至周日08：00-16:30;/whyx/20220920/76/15679.jpg
15;211;文化礼堂;良渚街道南庄兜村文化礼堂;杭州市余杭区勾庄基督教堂东北门旁;杭州市;余杭区;120.119091;30.384384;周一至周日07：30-16:00;/whyx/20220920/76/15598.jpg
15;211;文化礼堂;鸬鸟镇前庄村文化礼堂;杭州市余杭区鸬鸟镇前庄村村委附近;杭州市;余杭区;119.749895;30.457703;周一至周日08:30-16:30;/whyx/20220920/76/15495.jpg
15;211;文化礼堂;银湖街道上陈村文化礼堂;杭州市富阳区银湖街道上陈村1号;杭州市;富阳区;119.88504;30.11419;08:00-20:00;/whyx/20220920/76/15187.jpg
15;211;文化礼堂;寿昌镇乌石村文化礼堂;杭州市建德市寿昌镇乌石村;杭州市;建德市;119.259996;29.308406;全天开放;/whyx/20220920/76/15150.jpg
15;211;文化礼堂;所前镇越山村文化礼堂;杭州市萧山区所前镇越山村;杭州市;萧山区;120.315451;30.081176;周一至周日08:00-17:00;/whyx/20220920/76/15084.jpg
15;211;文化礼堂;益农镇赵家湾村文化礼堂;杭州市萧山区益农镇赵家湾小区;杭州市;萧山区;120.574764;30.182359;周一至周日9:00-17:00;/whyx/20220920/76/14715.jpg
15;211;文化礼堂;富春街道执中亭村文化礼堂;杭州市富阳区富春街道执中亭村1号;杭州市;富阳区;119.84335;30.02944;08:00-20:00;/whyx/20220920/76/14634.jpg
1;198;农家书屋;闻堰街道三江口村农家书屋;杭州市萧山区湘西路附近;杭州市;萧山区;120.188686;30.112475;周一至周五08:00-17:00;/whyx/20220920/76/14102.png
1;198;农家书屋;青山湖街道青南村农家书屋;杭州市临安区青山湖街道中共青南村委员会;杭州市;临安区;119.841184;30.231587;08:00-17:00;/whyx/20220920/76/13860.png
1;198;农家书屋;浙江振中物业管理有限公司工会职工书屋;杭州市上城区江城路14号101;杭州市;上城区;120.174148;30.233654;nan;/whyx/20220920/76/13141.png
1;198;农家书屋;杭州新安江工业泵有限公司职工书屋;杭州市建德市下涯镇焦树湾工业功能区88号;杭州市;建德市;119.398581;29.544553;周一至周日08:00-17:00;/whyx/20220920/76/12849.jpg
1;198;农家书屋;北山-西湖书房;杭州市西湖区北山街道金祝西路28号;杭州市;西湖区;120.150971;30.270012;周一至周五 9:00-19:00;/whyx/20220920/76/12665.jpg
1;198;农家书屋;杭塑职工书屋;杭州市临安区相府路183号;杭州市;临安区;119.86007;30.256936;周一、五中午12:00-13:00;/whyx/20220920/76/12584.jpg
1;198;农家书屋;双浦镇桑园地村农家书屋;杭州市西湖区桑园地村文化礼堂;杭州市;西湖区;120.096188;30.088964;周一至周六8:30-17:00;/whyx/20220920/76/12173.jpg
1;198;农家书屋;西兴街道潮韵社区图书室;杭州市萧山区嘉润公馆3幢二单元一楼西侧潮韵路边;杭州市;萧山区;120.234253;30.237304;周一至周日08:30-17:00;/whyx/20220920/76/12092.jpg
1;198;农家书屋;古荡街道古墩社区西湖书房;杭州市西湖区莲花街107号;杭州市;西湖区;120.105245;30.271256;周一至周日09:00-20:00（周日、国定假日闭馆）;/whyx/20220920/76/11804.jpg
1;198;农家书屋;古荡街道嘉绿苑社区图书室;杭州市西湖区嘉绿名苑12幢底层;杭州市;西湖区;120.113583;30.280804;周一至周日09:00-11:30 14:00-17:00;/whyx/20220920/76/11679.jpg
1;198;农家书屋;望江街道近江东园社区图书室;杭州市上城区近江家园珊园弄19号;杭州市;上城区;120.201164;30.230282;周一至周五:8:30-11:30 14:00-17:30;/whyx/20220920/76/11642.jpg
1;198;农家书屋;河庄街道蜀南村农家书屋;杭州市钱塘区河庄街道蜀南村;杭州市;钱塘区;120.463151;30.303088;周日至周五:周一至周日08:30-11:00；13:00-16:00;/whyx/20220920/76/11349.jpg
1;198;农家书屋;河庄街道同二村农家书屋;杭州市钱塘区河庄街道同二村;杭州市;钱塘区;120.46412;30.296678;08:30-16:30;/whyx/20220920/76/11312.jpg
1;198;农家书屋;文昌镇图书分馆;杭州市淳安县文昌镇潭头村203号文昌镇综合文化站;杭州市;淳安县;119.120185;29.847876;08:00-17:00;/whyx/20220920/76/11268.jpg
1;198;农家书屋;三墩镇南阳坝社区图书室;杭州市西湖区南阳坝西行桥74号丰瑞大厦3楼;杭州市;西湖区;120.086698;30.314977;周一至周五09:00-11:30 14:00-17:00;/whyx/20220920/76/11231.jpg
1;198;农家书屋;河庄街道向红村农家书屋;杭州市钱塘区河庄街道向红村;杭州市;钱塘区;120.452723;30.316642;周一至周日08:00-11:00；13:30-16:30;/whyx/20220920/76/11187.jpg
1;198;农家书屋;东新街道西文社区图书室;杭州市拱墅区西文北苑7幢商4号2楼;杭州市;拱墅区;120.169975;30.322364;周一至周日08:30-17:00;/whyx/20220920/76/11150.jpg
