类型;类别ID;类别;名称;地址;城市;区县;经度;纬度;开放时间;图片;img
16;212;文化家园;景溪社区文化家园;杭州市西湖区三墩镇汇周街110号;杭州市;西湖区;120.066179;30.350248;周一至周日9:00-16:30;/whyx/b0187b379db74f939c4d192085105682.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/b0187b379db74f939c4d192085105682.jpg
14;210;文体中心;大源镇综合文化站;杭州市富阳区大源镇朝阳南路2号;杭州市;富阳区;120.012477;29.99859;08:00-17:00;/whyx/afa3d66308c54c278acbd550773c4a31.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/afa3d66308c54c278acbd550773c4a31.jpg
2;199;文博场馆;笕桥航校纪念馆;杭州市上城区机场路250号泰尚达文化创意园3幢48;杭州市;上城区;120.222661;30.318383;不对外开放;/whyx/aee3fc343d524352a62aeeffdfc72f26.png;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/aee3fc343d524352a62aeeffdfc72f26.png
2;199;文博场馆;余杭纸伞馆;杭州市余杭区瓶窑镇瓶窑老街展遗街;杭州市;余杭区;119.886303;30.438426;周二至周日08:30-17:00(周一闭馆）;/whyx/ae7802d093bb44608b7c76d707930a0b.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/ae7802d093bb44608b7c76d707930a0b.jpg
15;211;文化礼堂;安阳乡外畈村文化礼堂;杭州市淳安县安阳乡外畈村;杭州市;淳安县;118.822767;29.395283;08:30-17:30;/whyx/ae35e7129fd54365a78c3c6c284f551a.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/ae35e7129fd54365a78c3c6c284f551a.jpg
16;212;文化家园;复兴街社区文化家园;杭州市上城区南星街道复兴南苑32幢旁;杭州市;上城区;120.169478;30.209975;09:00-17:00;/whyx/adf62ec2f9204ec8b7369376907b219a.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/adf62ec2f9204ec8b7369376907b219a.jpg
16;212;文化家园;闻皇庙社区文化家园;杭州市上城区闸弄口街道闻皇庙社区三里新城桂苑9幢1层;杭州市;上城区;120.192121;30.290389;09:00-16:00;/whyx/ade93b7ae76b44b2b44c427ec4ea2f63.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/ade93b7ae76b44b2b44c427ec4ea2f63.jpg
12;208;儿童之家;余杭街道宝塔社区妇女儿童之家;余杭区余杭街道宝塔社区环山路48号;杭州市;余杭区;119.946851;30.268676;08:30-17:00;/whyx/ad9fd895c50a4448a7bc3a5dba9c487a.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/ad9fd895c50a4448a7bc3a5dba9c487a.jpg
15;211;文化礼堂;浪川乡狮古山村文化礼堂;杭州市淳安县浪川乡浯溪村;杭州市;淳安县;118.524046;29.533903;09:00-17:00;/whyx/ad9ee89f0e83467ea960554e4b949bd0.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/ad9ee89f0e83467ea960554e4b949bd0.jpg
3;200;文化活动室;静怡社区文化活动中心;秋涛路550号居安坊9幢旁;杭州市;上城区;120.196;30.246;"开放时间：周二-周五14:00-20:30
周末：10:00-18:00
周一闭馆";/whyx/ad7249d361c24b63bcbbbc2fac4a5715.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/ad7249d361c24b63bcbbbc2fac4a5715.jpg
16;212;文化家园;闲创社区文化家园;余杭区闲林街道白丽街1号;杭州市;余杭区;119.982331;30.227655;周一至周日08:30-17:30;/whyx/acffe87d4b414630af054469f87815f0.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/acffe87d4b414630af054469f87815f0.jpg
15;211;文化礼堂;双浦镇三阳村文化礼堂;杭州市西湖区双浦镇三阳村村委会;杭州市;西湖区;120.072994;30.091027;周一至周日09:00-17:00;/whyx/acdcec736779418fb37495c120c8a74a.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/acdcec736779418fb37495c120c8a74a.jpg
15;211;文化礼堂;大墅镇上坊村文化礼堂;杭州市淳安县大墅镇上坊村村委楼;杭州市;淳安县;118.762998;29.327354;08:00-16:00;/whyx/acdbfff235244fa4b2d178678557fd94.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/acdbfff235244fa4b2d178678557fd94.jpg
15;211;文化礼堂;王阜乡山川村文化礼堂;杭州市淳安县王阜乡山川村;杭州市;淳安县;118.950852;29.882205;08:00-18:00;/whyx/acdbd8f13c08457d902822ebad9a32b0.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/acdbd8f13c08457d902822ebad9a32b0.jpg
8;204;科技馆;水文化科普馆;杭州市余杭区余杭街道南安小区7幢;杭州市;余杭区;119.941768;30.268347;周一至周六;/whyx/ac2afdadcd924621a329717050589803.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/ac2afdadcd924621a329717050589803.jpg
16;212;文化家园;金家桥社区文化家园;富春街道金家桥社区文居街691号;杭州市;富阳区;119.927307;30.05787;周一至周日8：00-20：00;/whyx/ab34fac653ba45dea88bb8efe42908d8.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/ab34fac653ba45dea88bb8efe42908d8.jpg
16;212;文化家园;阳光社区文化家园;杭州市西湖区文一西路458号阳光社区文化家园;杭州市;西湖区;120.09128;30.287275;周一至周日8:30-17:00;/whyx/aaf77868d4344520b3bb087850616ece.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/aaf77868d4344520b3bb087850616ece.jpg
14;210;文体中心;黄湖镇乡镇综合文化站;杭州市余杭区黄湖镇迂前南路157-5号;杭州市;余杭区;119.809352;30.445891;周一至周日9:00--16:30;/whyx/aadb10b3598548108631d492b8ca249d.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/aadb10b3598548108631d492b8ca249d.jpg
13;209;老年活动中心;北星社区阳光老人家;郭家厍巷36号锦文雅苑1幢底;杭州市;拱墅区;120.129341;30.328886;周一至周五;/whyx/aad4a3a931bb484080084ef388c81462.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/aad4a3a931bb484080084ef388c81462.jpg
2;199;文博场馆;章太炎故居纪念馆;杭州市余杭区仓前街道仓前塘路59号;杭州市;余杭区;119.999456;30.28891;周一至周日 9:00-16:30;/whyx/aaab0fe978834f4e8b7ae819dc921b06.png;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/aaab0fe978834f4e8b7ae819dc921b06.png
1;198;农家书屋;祥符桥社区图书室;杭州市拱墅区祥符街道美林湾翠谷苑1幢2楼;杭州市;拱墅区;120.098311;30.321188;08:30-17:00;/whyx/aa90f8de3fd847b2acd035038f0f0e5c.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/aa90f8de3fd847b2acd035038f0f0e5c.jpg
12;208;儿童之家;高桥村妇女之家及儿童活动中心;余杭区仓前街道三仓公路28号;杭州市;余杭区;120.01982;30.314457;周一至周日08:00-17:00;/whyx/a9b74f60cf32428b80f1bcb51a98693c.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/a9b74f60cf32428b80f1bcb51a98693c.jpg
16;212;文化家园;三义苑社区文化家园;杭州市上城区丁兰街道三义路16号;杭州市;上城区;120.233722;30.368881;09:00-17:00;/whyx/a9732c66d7e940149dffbb3c597ab2a7.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/a9732c66d7e940149dffbb3c597ab2a7.jpg
3;200;文化活动室;环西社区文化活动室;杭州市拱墅区武林街道环西社区文化活动室;杭州市;拱墅区;120.152795;30.272003;周一至周五 9:00-12:00，14:00至17:30;/whyx/a95539e15937452c9b80a7ce745b8037.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/a95539e15937452c9b80a7ce745b8037.jpg
14;210;文体中心;龙门镇综合文化站;杭州市富阳区龙门镇龙门古镇景区;杭州市;富阳区;119.950754;29.900962;周一至周日8：30-16：30;/whyx/a945da46ea6149b1bae6c217dc2b9db2.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/a945da46ea6149b1bae6c217dc2b9db2.jpg
1;198;农家书屋;笕桥街道图书分馆;杭州市上城区笕桥街道笕桥路5号;杭州市;上城区;120.219759;30.318478;周一到周五 8:30-17:00;/whyx/a9181bbed4ae476e98bad0807dca9e4e.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/a9181bbed4ae476e98bad0807dca9e4e.jpg
2;199;文博场馆;於潜镇博物馆;杭州市临安区於潜镇萼山公园;杭州市;临安区;119.391131;30.187471;09:00-11:00;/whyx/a8da1d0e7360476f901cae1cbf34aa9d.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/a8da1d0e7360476f901cae1cbf34aa9d.jpg
15;211;文化礼堂;大墅镇桃源凌家村文化礼堂;杭州市淳安县大墅镇桃源凌家村;杭州市;淳安县;118.77454;29.387761;08:00-16:00;/whyx/a8c7f0a0efef43339e9f54be62ad9357.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/a8c7f0a0efef43339e9f54be62ad9357.jpg
13;209;老年活动中心;横山村老年活动中心;富春江镇横山村卫生室楼上;杭州市;桐庐县;119.685089;29.789461;周一至周日8.30-17.00，;/whyx/a8b81db29528422987c66eb3ffc9ec69.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/a8b81db29528422987c66eb3ffc9ec69.jpg
16;212;文化家园;婺江社区文化家园;杭州市望江家园西园31-3;杭州市;上城区;120.189892;30.233266;周一至周五上午8：30-11：30，下午14：00-17：00;/whyx/a8a2eb6a559649f1a7a6da4f937eabef.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/a8a2eb6a559649f1a7a6da4f937eabef.jpg
3;200;文化活动室;建德市文化馆;杭州市建德市新安江街道广兴路6号;杭州市;建德市;119.292093;29.481517;08:30-21:00;/whyx/a86fcee59a814846965d49182fdf3825.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/a86fcee59a814846965d49182fdf3825.jpg
15;211;文化礼堂;双浦镇龙池村文化礼堂;杭州市西湖区双浦镇龙池村88号;杭州市;西湖区;120.122565;30.109137;周一至周日09:00-17:00;/whyx/a84596c9645b4363b067740882c6515b.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/a84596c9645b4363b067740882c6515b.jpg
14;210;文体中心;祥符街道综合文体活动中心;杭州市拱墅区祥符街道三墩路85号;杭州市;拱墅区;120.098838;30.32526;09:00-20:30;/whyx/a81f0df7fd344313944dbee40c8113b4.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/a81f0df7fd344313944dbee40c8113b4.jpg
15;211;文化礼堂;临岐镇里口村文化礼堂;杭州市淳安县上新溪村41号;杭州市;淳安县;119.147228;29.896264;08:30-20:30;/whyx/a7cdebf2d1f64c988f1f5b0ec29d0cdf.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/a7cdebf2d1f64c988f1f5b0ec29d0cdf.jpg
15;211;文化礼堂;胥口镇上练村文化礼堂;富阳区胥口镇上练村上练1号旁边;杭州市;富阳区;119.63626;30.00531;08:00-20:00;/whyx/a7b8613275cc4d49b3f49b86bc30794f.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/a7b8613275cc4d49b3f49b86bc30794f.jpg
4;201;非遗馆;上城区非物质文化遗产馆;杭州市上城区打铜巷27-29号;杭州市;上城区;120.171633;30.238929;nan;/whyx/a7b468f451c0433eb0f5661d729cd262.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/a7b468f451c0433eb0f5661d729cd262.jpg
2;199;文博场馆;西兴过塘行码头专题陈列馆;杭州市滨江区西兴街353号;杭州市;滨江区;120.222564;30.191251;周二至周日8:30—16:30;/whyx/a754bf698d0746308aebd146b14a8629.png;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/a754bf698d0746308aebd146b14a8629.png
16;212;文化家园;景湖社区文化家园;杭州市上城区凯旋街道景芳五区45幢东侧;杭州市;上城区;120.212515;30.269532;周一至周五上午8：30-11:30，下午14:00-17:00;/whyx/a6fe1757c00b4bdda5bdd019465a971a.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/a6fe1757c00b4bdda5bdd019465a971a.jpg
15;211;文化礼堂;界首乡燕源村文化礼堂;杭州市淳安县界首乡燕源村;杭州市;淳安县;118.750853;29.563259;09:00-17:00;/whyx/a6ea15bd7b26468586dd6bd91e3c7866.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/a6ea15bd7b26468586dd6bd91e3c7866.jpg
14;210;文体中心;左口乡综合文化站;淳安县左口乡桥西村龙坑坞1-1号;杭州市;淳安县;119.076099;29.697568;周一至周日8:30-20：30;/whyx/a6c889d789da4c1e95323b631f15247b.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/a6c889d789da4c1e95323b631f15247b.jpg
14;210;文体中心;中洲镇综合文化站;淳安县中洲镇便民服务中心;杭州市;淳安县;118.487891;29.438191;08:30-17:00;/whyx/a6ac79ec0ecf4763b6a48c2819b6335b.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/a6ac79ec0ecf4763b6a48c2819b6335b.jpg
15;211;文化礼堂;威坪镇贤茂村文化礼堂;杭州市淳安县威坪镇贤茂村;杭州市;淳安县;118.828632;29.829942;08:00-17:00;/whyx/a63c275caabb40f4a64464b9e4ea42fa.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/a63c275caabb40f4a64464b9e4ea42fa.jpg
2;199;文博场馆;风筝灯彩馆;杭州市余杭区瓶窑镇瓶窑老街展遗街;杭州市;余杭区;119.965105;30.393229;周二至周日08:30-17:00(周一闭馆）;/whyx/a626ab3347b0476ab2e7d0c302559fae.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/a626ab3347b0476ab2e7d0c302559fae.jpg
16;212;文化家园;云创社区文化家园;余杭区五常街道地信路1号;杭州市;余杭区;120.027598;30.271694;周一至周五09:00-14:00;/whyx/a6244edfbeb44071ad7a3b7a9b7156b7.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/a6244edfbeb44071ad7a3b7a9b7156b7.jpg
15;211;文化礼堂;大源镇骆村村文化礼堂;富阳区大源镇骆村村;杭州市;富阳区;120.0303;29.90785;08:00-16:00;/whyx/a5ea1d799db4427ea0e537b9a91b7eef.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/a5ea1d799db4427ea0e537b9a91b7eef.jpg
14;210;文体中心;南星街道文化站;杭州市上城区南星街道复兴南街238号;杭州市;上城区;120.16281;30.207566;周一至周日8:00-17:00;/whyx/a5829adafda24bf5999590d668dee6c9.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/a5829adafda24bf5999590d668dee6c9.jpg
16;212;文化家园;海月桥社区文化家园;杭州市上城区南星街道金棕榈花园4幢底;杭州市;上城区;120.163058;30.206826;09:00-17:00;/whyx/a50ca0ed09ab497299b3dbe11cfd51f3.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/a50ca0ed09ab497299b3dbe11cfd51f3.jpg
16;212;文化家园;休博园社区文化家园;杭州市萧山区城厢街道水城37幢2楼;杭州市;萧山区;120.2698;30.178673;周一至周五8:30-5：30;/whyx/a50293acd724482790ebb623eae9a077.png;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/a50293acd724482790ebb623eae9a077.png
15;211;文化礼堂;胥口镇棠棣村文化礼堂;富阳区胥口镇棠棣村汪家51号旁;杭州市;富阳区;119.66577;29.98069;08:00-20:00;/whyx/a4633ed602f145fd945d04508398e9ce.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/a4633ed602f145fd945d04508398e9ce.jpg
1;198;农家书屋;龙门镇龙门三村农家书屋;杭州市富阳区龙门镇龙门三村;杭州市;富阳区;119.945805;29.902192;周一至周日08:00-11:30 1:00-4:30;/whyx/a423cd34d7134c16b89fc73a8d9b07c2.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/a423cd34d7134c16b89fc73a8d9b07c2.jpg
2;199;文博场馆;余杭抗日战争纪念馆;杭州市余杭区鸬鸟镇太公堂村梨屋里自然村;杭州市;余杭区;119.743264;30.415896;周一至周日 9:00-16:30;/whyx/a404f08c99574e5fbcd81c53aff8d0e3.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/a404f08c99574e5fbcd81c53aff8d0e3.jpg
10;206;文化宫;淳安县工人文化宫;杭州市淳安县千岛湖镇珍珠半岛（先芯科技斜对面）;杭州市;淳安县;119.0936;29.586572;09:00-17:00;/whyx/a3d9e9da7c1045fc8e01d1e8f30dfffd.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/a3d9e9da7c1045fc8e01d1e8f30dfffd.jpg
15;211;文化礼堂;威坪镇横塘村文化礼堂;杭州市淳安县威坪镇横塘村;杭州市;淳安县;118.764541;29.777669;08:00-17:00;/whyx/a3cde7c305f549beb146b1642c752ea6.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/a3cde7c305f549beb146b1642c752ea6.jpg
16;212;文化家园;沈家桥社区文化家园;杭州市拱墅区半山街道康桥路2号;杭州市;拱墅区;120.189245;30.351836;周一至周五9:00-16:00;/whyx/a3ae3e772d484efaac760a3897ebdcef.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/a3ae3e772d484efaac760a3897ebdcef.jpg
15;211;文化礼堂;临岐镇梅口村文化礼堂;淳安县临岐镇梅口村湖头27号;杭州市;淳安县;119.128204;29.882698;08:30-20:30;/whyx/a3727e0f4443423fac6ec72043e2baf9.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/a3727e0f4443423fac6ec72043e2baf9.jpg
16;212;文化家园;横板桥社区文化家园;余杭区五常街道横板桥社区青石滩1号;杭州市;余杭区;120.024606;30.274305;周一至周五09:00-24:00;/whyx/a360f47883914729bc67414775d8568f.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/a360f47883914729bc67414775d8568f.jpg
16;212;文化家园;吉如社区文化家园;杭州市拱墅区湖州街389号;杭州市;拱墅区;120.129946;30.322315;周二至周六8:30-11:00，13：30-17:00;/whyx/a2e9b77bd8d0436ca25d94ea87e1ea45.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/a2e9b77bd8d0436ca25d94ea87e1ea45.jpg
15;211;文化礼堂;富文乡漠川村文化礼堂;杭州市淳安县富文乡漠川村;杭州市;淳安县;119.233119;29.659811;08:30-17:00;/whyx/a2a856ee313249619f2a7777e4d8bc72.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/a2a856ee313249619f2a7777e4d8bc72.jpg
2;199;文博场馆;夏衍旧居;杭州市上城区彭埠街道严家路50号;杭州市;上城区;120.202209;30.272548;09:00-17:00;/whyx/a2a3d83ab28848ef900a43bd2c6741e1.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/a2a3d83ab28848ef900a43bd2c6741e1.jpg
14;210;文体中心;仁和街道党群服务中心;余杭区仁和街道仁和大道1号;杭州市;余杭区;120.092879;30.443315;周一至周日08:30-17:00;/whyx/a1e667655af542bba446f64a72f24fc9.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/a1e667655af542bba446f64a72f24fc9.jpg
16;212;文化家园;北宸社区文化家园;杭州市余杭区良渚街道通运街161号;杭州市;余杭区;120.010188;30.283386;周一至周日08:30-17:30;/whyx/a1c58e0912f148fa8701e8a939002166.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/a1c58e0912f148fa8701e8a939002166.jpg
16;212;文化家园;白塔岭社区文化家园;杭州市上城区南星街道白塔岭社区兰巷6号;杭州市;上城区;120.14623;30.206587;09:00-17:00;/whyx/a1a1aa468bee41449ebd66ce45cac968.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/a1a1aa468bee41449ebd66ce45cac968.jpg
15;211;文化礼堂;大源镇大同村文化礼堂;富阳区大源镇大同村兆吉1号;杭州市;富阳区;119.99248;29.93512;08:00-20:00;/whyx/a197ea7752574330a4a7a4f156fdd4cb.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/a197ea7752574330a4a7a4f156fdd4cb.jpg
16;212;文化家园;余杭街道锦银社区文化家园;杭州市余杭区余杭街道城东路英特学府商铺1-6号;杭州市;余杭区;119.95425;30.247176;08:30-16:30;/whyx/a16283bf1c394b19910b9fa808c94c6e.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/a16283bf1c394b19910b9fa808c94c6e.jpg
16;212;文化家园;余杭街道文昌社区文化家园;杭州市余杭区余杭街道城东路大华海派风范2-14;杭州市;余杭区;119.953049;30.270608;08:30-16:30;/whyx/a13cb0d72d2941ebab279257fd385402.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/a13cb0d72d2941ebab279257fd385402.jpg
15;211;文化礼堂;临岐镇范村村文化礼堂;宣城市广德市徐家冲东北约239米;杭州市;淳安县;119.064752;29.859437;08:00-21:00;/whyx/a0cd8b87c79f4cd0a3981e96b6f7856b.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/a0cd8b87c79f4cd0a3981e96b6f7856b.jpg
2;199;文博场馆;临安区博物馆;杭州市临安区锦城街道天目路800号;杭州市;临安区;119.730415;30.22562;09:00-09:00;/whyx/a0c3465d6b214c2d822230fca6b3736e.png;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/a0c3465d6b214c2d822230fca6b3736e.png
9;205;体育设施;余杭区良渚街道万年桥社区居民委员会-全民健身路径;余杭区勾庄路74号;杭州市;余杭区;120.086544;30.353664;全天开放;/whyx/a018c62a2a664355b478b40f04f0aafa.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/a018c62a2a664355b478b40f04f0aafa.jpg
1;198;农家书屋;义蓬街道义蓬村综合文化活动中心;杭州市钱塘区义蓬街道义蓬村村委会;杭州市;钱塘区;120.490624;30.270092;08:30-16:30;/whyx/9fc18e9c4c364f2a9bc49022c439badc.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/9fc18e9c4c364f2a9bc49022c439badc.jpg
14;210;文体中心;鸬鸟镇乡镇综合文化站;杭州市余杭区鸬鸟镇雅城村245号;杭州市;余杭区;119.758363;30.452486;全天开放;/whyx/9fb65d745f9f4d1590498bd076945f45.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/9fb65d745f9f4d1590498bd076945f45.jpg
16;212;文化家园;金祝社区文化家园;杭州市西湖区北山街道金祝社区金祝新村9幢旁;杭州市;西湖区;120.151168;30.269481;周一至周五 9:00-17:04;/whyx/9f69db1ed3114385a67f266091704c03.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/9f69db1ed3114385a67f266091704c03.jpg
14;210;文体中心;新桐乡综合文化站;杭州市富阳区新桐乡新中村1号;杭州市;富阳区;119.822995;29.912661;周一至周日8:30-16:30;/whyx/9f64a7c2a9664867b25b363004467fd9.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/9f64a7c2a9664867b25b363004467fd9.jpg
9;205;体育设施;良渚街道北宸社区北宸之光二期三人制篮球场;余杭区通运街245号;杭州市;余杭区;120.122505;30.343075;全天开放;/whyx/9f4b994e39c44589badda99f67a1d842.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/9f4b994e39c44589badda99f67a1d842.jpg
1;198;农家书屋;余杭街道仙宅村农家书屋;杭州市余杭街道仙宅村狄家组6-1号;杭州市;余杭区;119.895738;30.306179;周一至周日08:30-17:00;/whyx/9f2a5a02c5af47f3a422445f33f162c5.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/9f2a5a02c5af47f3a422445f33f162c5.jpg
16;212;文化家园;紫花埠社区文化家园;杭州市上城区南星街道紫花苑18-1-103;杭州市;上城区;120.172694;30.212551;09:00-17:00;/whyx/9ed9401c0d094a4080cd49a0b47360e3.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/9ed9401c0d094a4080cd49a0b47360e3.jpg
15;211;文化礼堂;屏门乡佛岭后村文化礼堂;杭州市淳安县屏门乡佛岭后村;杭州市;淳安县;118.992157;29.879855;08:30-17:30;/whyx/9ea811ba72974f6ca64b7f7ac0eb8a4d.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/9ea811ba72974f6ca64b7f7ac0eb8a4d.jpg
11;207;青少年宫;淳安县青少年活动中心;杭州市淳安县千岛湖镇珍珠二路109号;杭州市;淳安县;119.041465;29.599844;08:30-17:00;/whyx/9e9ff7a065b3450b911328ff6c4b44dc.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/9e9ff7a065b3450b911328ff6c4b44dc.jpg
16;212;文化家园;徐家埠社区文化家园;翡翠海岸1幢;杭州市;上城区;120.194747;30.2382;周一至周日9：00-17:30;/whyx/9e53fb27ecc144d8b3bc219cf3192fb8.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/9e53fb27ecc144d8b3bc219cf3192fb8.jpg
15;211;文化礼堂;左口乡瑶村村文化礼堂;杭州市淳安县左口乡瑶村村;杭州市;淳安县;119.064867;29.715155;春夏8:30-16:30秋冬9:00-17:00;/whyx/9e19c7a7b93944588dfafbe86ea2ac2b.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/9e19c7a7b93944588dfafbe86ea2ac2b.jpg
13;209;老年活动中心;芦茨村老年活动室;富春江镇芦茨村老街;杭州市;桐庐县;119.710919;29.65246;周一至周日8:00-17：00;/whyx/9ddeb7917f2749b0b9f2e4a8cebab340.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/9ddeb7917f2749b0b9f2e4a8cebab340.jpg
2;199;文博场馆;王伯敏故居;杭州市桐庐县城南街道大奇山路992号;杭州市;桐庐县;119.694333;29.767208;周二至周日 8:30-17:00;/whyx/9dd5609007974518a684dcdcbd1836ce.png;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/9dd5609007974518a684dcdcbd1836ce.png
15;211;文化礼堂;梓桐镇梓溪村文化礼堂;杭州市淳安县梓桐镇梓溪村;杭州市;淳安县;118.797101;29.621562;春夏8:00-20:00秋冬8:00-20:00;/whyx/9da8013eb8f645f1bc10c3a2ae126fa4.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/9da8013eb8f645f1bc10c3a2ae126fa4.jpg
16;212;文化家园;玉华社区文化家园;玉华社区;杭州市;桐庐县;119.433841;29.926449;周一至周日8:30-16:30;/whyx/9d4c1fe92d0643a9b1e5f4f0b3006af5.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/9d4c1fe92d0643a9b1e5f4f0b3006af5.jpg
15;211;文化礼堂;万市镇何家村文化礼堂;富阳区万市镇何家村新桥头;杭州市;富阳区;119.5207;30.14515;08:00-20:00;/whyx/9d2ffa50a144432ea9843954d1213c48.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/9d2ffa50a144432ea9843954d1213c48.jpg
16;212;文化家园;春江社区文化家园;映霞苑3-2-2楼;杭州市;上城区;120.178536;30.216424;周一至周日8:30--17:30;/whyx/9cc6e2fb48884aa0b08f881148d2d459.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/9cc6e2fb48884aa0b08f881148d2d459.jpg
16;212;文化家园;丽江社区文化家园;杭乔路6号三楼;杭州市;上城区;120.279054;30.296158;08:30-11:00;/whyx/9caf226f7fa14a6091426d6c1bcaeaf0.jpg;https://fxhz.wgly.hangzhou.gov.cn/oss/whyx/9caf226f7fa14a6091426d6c1bcaeaf0.jpg
